iter	Passed	Remaining
289	437	1071
290	438	1068
291	439	1065
292	440	1062
293	441	1059
294	442	1056
295	442	1053
296	443	1050
297	444	1047
298	445	1044
299	446	1041
300	447	1038
301	448	1035
302	448	1032
303	449	1029
304	450	1026
305	451	1024
306	452	1022
307	453	1019
308	454	1016
309	455	1013
310	456	1011
311	457	1009
312	458	1006
313	459	1004
314	460	1001
315	461	998
316	462	995
317	463	993
318	464	990
319	465	988
320	465	985
321	466	982
322	467	979
323	468	977
324	469	975
325	470	972
326	471	969
327	471	966
328	472	964
329	473	961
330	474	959
331	475	956
332	476	954
333	477	951
334	478	948
335	478	946
336	479	943
337	480	941
338	481	938
339	482	936
340	483	933
341	483	930
342	484	928
343	485	926
344	486	924
345	487	921
346	488	918
347	489	916
348	489	913
349	490	911
350	491	909
351	493	907
352	494	905
353	494	903
354	495	900
355	496	898
356	497	896
357	498	894
358	499	892
359	500	889
360	501	887
361	502	885
362	503	883
363	504	881
364	505	878
365	506	876
366	506	874
367	507	872
368	509	870
369	509	868
370	510	866
371	511	863
372	512	861
373	545	912
374	546	910
375	547	907
376	548	905
377	549	903
378	549	901
379	550	898
380	551	896
381	552	894
382	553	891
383	554	889
384	555	887
385	556	884
386	557	882
387	558	880
388	558	877
389	559	874
390	560	872
391	561	870
392	561	867
393	562	865
394	563	863
395	564	860
396	565	858
397	566	856
398	567	854
399	567	851
400	568	849
401	569	847
402	570	845
403	571	842
404	572	840
405	573	838
406	574	836
407	574	834
408	575	831
409	576	828
410	576	826
411	577	824
412	578	822
413	579	820
414	580	818
415	581	816
416	582	814
417	583	812
418	585	811
419	586	809
420	587	807
421	588	805
422	589	804
423	590	802
424	591	800
425	592	798
426	593	796
427	594	794
428	595	792
429	595	789
430	596	787
431	597	785
432	598	783
433	599	781
434	600	779
435	601	777
436	601	775
437	602	773
438	603	771
439	604	769
440	605	767
441	606	765
442	606	763
443	607	761
444	608	759
445	609	757
446	610	755
447	611	753
448	612	751
449	613	749
450	614	748
451	615	746
452	616	744
453	617	742
454	618	740
455	619	738
456	619	736
457	620	734
458	621	732
459	622	730
460	623	729
461	624	727
462	625	725
463	626	723
464	627	722
465	628	720
466	629	718
467	630	716
468	631	714
469	632	712
470	633	711
471	634	709
472	635	708
473	636	706
474	637	704
475	638	702
476	638	700
477	639	698
478	640	696
479	641	694
480	642	692
481	643	691
482	643	689
483	644	687
484	645	685
485	646	683
486	647	682
487	648	680
488	649	678
489	650	677
490	651	675
491	652	673
492	652	671
493	653	669
494	654	667
495	655	666
496	656	664
497	657	662
498	658	661
499	659	659
500	660	657
501	661	656
502	662	654
503	663	652
504	664	651
505	665	649
506	665	647
507	667	646
508	668	644
509	669	643
510	670	641
511	670	639
512	671	637
513	673	636
514	674	634
515	674	633
516	675	631
517	676	629
518	677	627
519	688	635
520	689	633
521	690	631
522	690	630
523	691	628
524	692	626
525	693	624
526	693	622
527	694	620
528	695	619
529	696	617
530	697	616
531	698	614
532	699	612
533	700	610
534	700	609
535	702	607
536	702	606
537	703	604
538	704	602
539	705	601
540	706	599
541	707	597
542	708	596
543	709	594
544	710	592
545	711	591
546	712	589
547	713	588
548	714	586
549	715	585
550	716	583
551	717	582
552	718	580
553	719	578
554	720	577
555	720	575
556	721	574
557	722	572
558	723	570
559	724	569
560	725	567
561	726	566
562	727	564
563	728	562
564	728	561
565	729	559
566	730	558
567	731	556
568	732	554
569	733	553
570	734	551
571	735	550
572	736	548
573	737	547
574	738	545
575	738	543
576	739	542
577	740	540
578	745	542
579	746	540
580	747	538
581	748	537
582	749	535
583	749	534
584	750	532
585	751	531
586	752	529
587	753	528
588	755	526
589	755	525
590	756	523
591	757	522
592	759	521
593	760	519
594	761	518
595	762	516
596	763	515
597	764	514
598	765	512
599	766	511
600	767	509
601	768	507
602	769	506
603	770	504
604	770	503
605	771	501
606	772	500
607	773	498
608	774	497
609	775	495
610	776	494
611	776	492
612	777	490
613	778	489
614	779	487
615	780	486
616	781	485
617	782	483
618	782	481
619	783	480
620	784	478
621	784	477
622	785	475
623	786	474
624	787	472
625	788	471
626	789	469
627	789	467
628	790	466
629	791	464
630	792	463
631	793	461
632	793	460
633	794	458
634	795	457
635	796	455
636	797	454
637	798	452
638	799	451
639	800	450
640	801	448
641	802	447
642	803	446
643	804	444
644	805	443
645	806	441
646	806	440
647	807	438
648	808	437
649	809	436
650	810	434
651	811	433
652	812	431
653	812	429
654	813	428
655	814	427
656	815	425
657	816	424
658	817	422
659	818	421
660	819	420
661	820	418
662	820	417
663	821	415
664	822	414
665	823	413
666	824	411
667	825	410
668	826	408
669	826	407
670	827	405
671	828	404
672	829	402
673	830	401
674	831	400
675	832	398
676	833	397
677	833	396
678	834	394
679	836	393
680	837	392
681	837	390
682	839	389
683	840	388
684	841	386
685	841	385
686	842	384
687	843	382
688	844	381
689	845	380
690	846	378
691	847	377
692	848	375
693	848	374
694	849	372
695	850	371
696	851	370
697	852	368
698	853	367
699	854	366
700	855	364
701	856	363
702	857	362
703	858	360
704	859	359
705	860	358
706	860	356
707	861	355
708	862	354
709	863	352
710	864	351
711	864	349
712	865	348
713	866	347
714	867	345
715	867	344
716	868	342
717	869	341
718	870	340
719	871	338
720	872	337
721	873	336
722	874	335
723	875	333
724	876	332
725	877	331
726	878	329
727	879	328
728	880	327
729	880	325
730	882	324
731	882	323
732	883	321
733	884	320
734	885	319
735	887	318
736	888	317
737	889	315
738	890	314
739	891	313
740	893	312
741	894	310
742	895	309
743	896	308
744	896	307
745	898	305
746	899	304
747	900	303
748	901	301
749	902	300
750	903	299
751	904	298
752	905	296
753	906	295
754	907	294
755	907	293
756	908	291
757	909	290
758	911	289
759	911	287
760	912	286
761	913	285
762	914	284
763	915	282
764	916	281
765	917	280
766	918	278
767	918	277
768	919	276
769	920	275
770	921	273
771	922	272
772	923	271
773	924	270
774	925	268
775	930	268
776	931	267
777	932	266
778	933	264
779	934	263
780	935	262
781	936	261
782	937	259
783	938	258
784	939	257
785	940	256
786	941	254
787	942	253
788	943	252
789	944	251
790	945	249
791	945	248
792	946	247
793	947	245
794	948	244
795	949	243
796	950	242
797	951	240
798	952	239
799	952	238
800	953	236
801	954	235
802	955	234
803	956	233
804	957	232
805	958	230
806	959	229
807	960	228
808	961	227
809	962	225
810	963	224
811	964	223
812	965	222
813	967	221
814	968	219
815	969	218
816	970	217
817	972	216
818	974	215
819	975	214
820	976	213
821	978	211
822	979	210
823	979	209
824	980	208
825	982	206
826	983	205
827	984	204
828	985	203
829	986	201
830	987	200
831	988	199
832	989	198
833	990	197
834	991	195
835	992	194
836	993	193
837	994	192
838	995	191
839	996	189
840	997	188
841	998	187
842	999	186
843	1000	184
844	1001	183
845	1002	182
846	1003	181
847	1004	179
848	1005	178
849	1006	177
850	1006	176
851	1007	175
852	1008	173
853	1009	172
854	1010	171
855	1011	170
856	1012	168
857	1013	167
858	1014	166
859	1015	165
860	1016	164
861	1017	162
862	1018	161
863	1019	160
864	1020	159
865	1021	158
866	1022	156
867	1023	155
868	1024	154
869	1025	153
870	1026	151
871	1027	150
872	1028	149
873	1029	148
874	1030	147
875	1031	145
876	1032	144
877	1033	143
878	1034	142
879	1035	141
880	1036	139
881	1036	138
882	1037	137
883	1038	136
884	1039	135
885	1040	133
886	1041	132
887	1042	131
888	1043	130
889	1044	129
890	1045	127
891	1046	126
892	1046	125
893	1047	124
894	1048	123
895	1049	121
896	1050	120
897	1051	119
898	1052	118
899	1053	117
900	1055	115
901	1056	114
902	1057	113
903	1058	112
904	1058	111
905	1059	109
906	1060	108
907	1061	107
908	1062	106
909	1063	105
910	1064	104
911	1065	102
912	1066	101
913	1067	100
914	1068	99
915	1069	98
916	1070	96
917	1070	95
918	1071	94
919	1072	93
920	1074	92
921	1075	90
922	1076	89
923	1076	88
924	1077	87
925	1078	86
926	1079	84
927	1080	83
928	1080	82
929	1081	81
930	1082	80
931	1083	79
932	1084	77
933	1085	76
934	1086	75
935	1087	74
936	1088	73
937	1089	72
938	1090	70
939	1091	69
940	1092	68
941	1093	67
942	1094	66
943	1095	64
944	1096	63
945	1096	62
946	1097	61
947	1099	60
948	1100	59
949	1101	57
950	1102	56
951	1103	55
952	1104	54
953	1105	53
954	1106	52
955	1107	50
956	1108	49
957	1109	48
958	1110	47
959	1111	46
960	1112	45
961	1113	43
962	1113	42
963	1114	41
964	1115	40
965	1116	39
966	1116	38
967	1117	36
968	1118	35
969	1119	34
970	1120	33
971	1121	32
972	1122	31
973	1123	29
974	1124	28
975	1125	27
976	1126	26
977	1127	25
978	1128	24
979	1129	23
980	1130	21
981	1130	20
982	1131	19
983	1132	18
984	1133	17
985	1134	16
986	1135	14
987	1136	13
988	1136	12
989	1137	11
990	1139	10
991	1140	9
992	1141	8
993	1142	6
994	1143	5
995	1144	4
996	1145	3
997	1146	2
998	1147	1
999	1148	0
