iter	RMSE
190	0.8564052463
191	0.8541796739
192	0.8502777015
193	0.848144113
194	0.8455854789
195	0.8432412346
196	0.838272696
197	0.8353036104
198	0.8329917736
199	0.8312669625
200	0.8287431854
201	0.8264956515
202	0.8237697376
203	0.8186258553
204	0.8160547991
205	0.8148243246
206	0.8131136733
207	0.8108450181
208	0.8086377959
209	0.8063388417
210	0.8048737591
211	0.8015795643
212	0.8004448837
213	0.7983402797
214	0.794521914
215	0.7922543227
216	0.7887952611
217	0.7869229217
218	0.785933311
219	0.7833742008
220	0.7803251646
221	0.7763459107
222	0.7750692561
223	0.7710151677
224	0.7669537242
225	0.7656294763
226	0.7612291625
227	0.7591577791
228	0.7580401799
229	0.7568135944
230	0.7552678057
231	0.7529685915
232	0.7507002376
233	0.7479353177
234	0.745354164
235	0.7423595155
236	0.7395389813
237	0.7346358369
238	0.7327425219
239	0.7309622247
240	0.7290669504
241	0.7283802435
242	0.7243900927
243	0.72307475
244	0.7211810228
245	0.7176957732
246	0.7163414349
247	0.7125765038
248	0.7107222219
249	0.7091889953
250	0.7063816919
251	0.7021728763
252	0.7012235636
253	0.7004990197
254	0.6963689214
255	0.6935249463
256	0.6896799207
257	0.6876502469
258	0.6837568972
259	0.6798804999
260	0.6781076206
261	0.6771416506
262	0.6756792996
263	0.6743440271
264	0.6729884685
265	0.6722107594
266	0.6698702515
267	0.6674995015
268	0.6666635194
269	0.6650265331
270	0.6628739161
271	0.6622853334
272	0.6583716832
273	0.6574031722
274	0.6538530329
275	0.6517094613
276	0.6503414337
277	0.6497589613
278	0.6489869406
279	0.6466425436
280	0.6445093953
281	0.6428399121
282	0.6401036264
283	0.6393175799
284	0.6386582027
285	0.6379404218
286	0.6347760304
287	0.6334086157
288	0.6328176201
289	0.6294987745
290	0.6261291104
291	0.6239967798
292	0.6221328492
293	0.6210007763
294	0.6204666073
295	0.6169080094
296	0.6145980443
297	0.613606551
298	0.6114145037
299	0.6090706488
300	0.6066602353
301	0.6051306623
302	0.6031833056
303	0.6022881384
304	0.6018131282
305	0.5994116272
306	0.5980499
307	0.5968952032
308	0.5945572666
309	0.5936638052
310	0.5906639089
311	0.5898597947
312	0.5891434725
313	0.5885877257
314	0.5865715394
315	0.5853703118
316	0.583788211
317	0.5815560665
318	0.5794593926
319	0.5776414316
320	0.5771825057
321	0.5766450822
322	0.5752365179
323	0.5729956171
324	0.5725741598
325	0.5699062216
326	0.5684614212
327	0.567227756
328	0.5647100054
329	0.5631242449
330	0.560506866
331	0.5574136156
332	0.557016161
333	0.5556106512
334	0.5540158121
335	0.5535586255
336	0.5518205142
337	0.5494574517
338	0.5483157605
339	0.547493471
340	0.5445521081
341	0.5434684711
342	0.5412583117
343	0.5401102858
344	0.5382667978
345	0.537901209
346	0.5356330266
347	0.5352749695
348	0.5334021158
349	0.5318079385
350	0.5302741019
351	0.5275506841
352	0.5247417282
353	0.5215181524
354	0.5196156033
355	0.5174771161
356	0.515878912
357	0.5133021605
358	0.5127985788
359	0.5107725366
360	0.5087756625
361	0.5077763703
362	0.5069825434
363	0.504771333
364	0.5041084812
365	0.5030860491
366	0.5022414065
367	0.5017409904
368	0.4998524077
369	0.4991655793
370	0.4984848747
371	0.4973259504
372	0.4962503591
373	0.4955812745
374	0.4928527456
375	0.4908339768
376	0.4882764866
377	0.4867597402
378	0.4858050298
379	0.4843575423
380	0.4821172258
381	0.4808018432
382	0.4794727433
383	0.4791639843
384	0.4778233206
385	0.4772813448
386	0.4756275892
387	0.4753353199
388	0.4721449681
389	0.4689435413
390	0.4671255498
391	0.4650486564
392	0.4634575181
393	0.4617236223
394	0.4608026744
395	0.4589946638
396	0.4577024539
397	0.4555381847
398	0.4548066097
399	0.4536468177
400	0.4525294954
401	0.4506769553
402	0.449067109
403	0.4482444177
404	0.4462196001
405	0.4456825699
406	0.4427896314
407	0.4411976683
408	0.4390576859
409	0.4387874688
410	0.4378457878
411	0.4363932857
412	0.4356311908
413	0.4331970778
414	0.4311931517
415	0.4285216063
416	0.4273672633
417	0.4255317755
418	0.4241850737
419	0.4219067989
420	0.4199028078
421	0.4195352691
422	0.4169453204
423	0.4167076384
424	0.4150580738
425	0.4139049892
426	0.4132382686
427	0.4118687424
428	0.4112849446
429	0.4102715958
430	0.4099088701
431	0.4085208866
432	0.4063860394
433	0.4052388466
434	0.4042910849
435	0.402921994
436	0.4014144613
437	0.3995005091
438	0.3973944717
439	0.3966298407
440	0.3955885291
441	0.3953063817
442	0.3942558127
443	0.3940912157
444	0.3938815904
445	0.3916561467
446	0.3906336159
447	0.3890196628
448	0.3885944964
449	0.3876925684
450	0.385918657
451	0.3847343364
452	0.3836450849
453	0.3811005002
454	0.3805643851
455	0.378313811
456	0.3775360949
457	0.3772899649
458	0.3753392486
459	0.3739876415
460	0.3731281528
461	0.3729851013
462	0.3711981773
463	0.3700222633
464	0.3680736882
465	0.3678401285
466	0.3669083354
467	0.3661258509
468	0.3657814491
469	0.3639748878
470	0.3621509998
471	0.3607508124
472	0.3589448531
473	0.3576468402
474	0.3556115471
475	0.354878654
476	0.354020552
477	0.3529029492
478	0.3515986605
479	0.3512052582
480	0.3498528449
481	0.3484973374
482	0.3468502942
483	0.3457768553
484	0.343882022
485	0.3425864292
486	0.3413153769
487	0.3404107507
488	0.3401649517
489	0.3392079103
490	0.3389475188
491	0.3376685466
492	0.3371470104
493	0.3352088016
494	0.3345938037
495	0.3328059172
496	0.3314559455
497	0.3309920357
498	0.3295555371
499	0.3285842792
500	0.3276984126
501	0.3271878318
502	0.3268299926
503	0.3254665397
504	0.3225289411
505	0.3211789173
506	0.320887704
507	0.3206886452
508	0.3196968261
509	0.3176806449
510	0.3159969131
511	0.3148738747
512	0.3144559933
513	0.3141791709
514	0.3134872482
515	0.3133115759
516	0.3119594567
517	0.3109194997
518	0.3098436836
519	0.3075348138
520	0.3065405833
521	0.3055360656
522	0.3046149203
523	0.3043592548
524	0.3039027152
525	0.3028961279
526	0.3014241469
527	0.3003523869
528	0.2989167815
529	0.2985672555
530	0.2968448498
531	0.2956140437
532	0.2950521758
533	0.2934517912
534	0.2926985574
535	0.2911679359
536	0.289923842
537	0.2884241713
538	0.2876991431
539	0.2867495682
540	0.2864644952
541	0.2846789566
542	0.284358324
543	0.2832002765
544	0.2816683659
545	0.2810506013
546	0.2799513193
547	0.2795402897
548	0.2792913963
549	0.2788314047
550	0.2768276985
551	0.2757057686
552	0.2743670914
553	0.2741438744
554	0.2734670976
555	0.2716315302
556	0.2707027982
557	0.2702632603
558	0.269878823
559	0.2691123659
560	0.2682204301
561	0.2670831568
562	0.2657774914
563	0.264555798
564	0.2640743299
565	0.2634828421
566	0.2624562905
567	0.2614779124
568	0.2598858046
569	0.2586060234
570	0.2583973149
571	0.2572252497
572	0.2570409537
573	0.2557103098
574	0.2553535494
575	0.2543600922
576	0.2540825595
577	0.2531560708
578	0.252409231
579	0.2511717051
580	0.2499311992
581	0.2494939531
582	0.2483146219
583	0.2478057421
584	0.2474610377
585	0.246578917
586	0.2456729129
587	0.2454656053
588	0.2453333745
589	0.2442266366
590	0.2429424663
591	0.2424925499
592	0.242237122
593	0.2415863556
594	0.2408056772
595	0.2404610051
596	0.2398827138
597	0.2397080859
598	0.2386015718
599	0.2382646371
600	0.2380452213
601	0.2376328802
602	0.2372785826
603	0.2355448534
604	0.2349211814
605	0.2344580083
606	0.2342706732
607	0.2334241758
608	0.2320356828
609	0.2319420729
610	0.231226205
611	0.2301878955
612	0.2299981772
613	0.2297301751
614	0.2283965237
615	0.2278875765
616	0.2272304622
617	0.2262904904
618	0.2255598938
619	0.2246881661
620	0.2245193175
621	0.2237852535
622	0.2227979897
623	0.222468462
624	0.2214884423
625	0.2212604473
626	0.2202510042
627	0.2198188097
628	0.2196439443
629	0.2188561497
630	0.2179882964
631	0.2177839399
632	0.2170809483
633	0.2160873103
634	0.2150885235
635	0.214154081
636	0.2139162334
637	0.2126801012
638	0.2115951065
639	0.210615134
640	0.2103121461
641	0.2100878806
642	0.2091323495
643	0.2082830063
644	0.2073654208
645	0.2066173614
646	0.205622142
647	0.2054489438
648	0.2053565702
649	0.2043117876
650	0.2035424885
651	0.2027785607
652	0.2018880347
653	0.200881141
654	0.2000924108
655	0.1996068337
656	0.1988065297
657	0.1979865618
658	0.19722846
659	0.1965410811
660	0.1956366927
661	0.1945530228
662	0.1943902611
663	0.1942111124
664	0.193877674
665	0.1936584049
666	0.1934827483
667	0.1926108639
668	0.1919055942
669	0.1917194718
670	0.1903344542
671	0.1895843362
672	0.1892988103
673	0.1891751351
674	0.1884909399
675	0.1883030196
676	0.1875400898
677	0.187297321
678	0.1864830233
679	0.1857295396
680	0.1854896748
681	0.1847960924
682	0.1841994488
683	0.1839029263
684	0.1833759286
685	0.1831844909
686	0.1827642181
687	0.1819943805
688	0.181512653
689	0.1806698277
690	0.179888551
691	0.1795964112
692	0.1791708079
693	0.1786276323
694	0.1784758008
695	0.1782566355
696	0.1774734864
697	0.177325725
698	0.1772114893
699	0.1766943178
700	0.176106848
701	0.1759920036
702	0.1758456101
703	0.1755938791
704	0.1750013832
705	0.1748145961
706	0.1739611912
707	0.1731888746
708	0.1730605267
709	0.1724251988
710	0.171176624
711	0.1705694533
712	0.1696800466
713	0.168920288
714	0.1688635328
715	0.1682753203
716	0.1674874
717	0.1666340381
718	0.165585888
719	0.1647835509
720	0.1647117144
721	0.1638690868
722	0.1638155932
723	0.1632105189
724	0.1630175793
725	0.1622755934
726	0.1616942533
727	0.160994715
728	0.1603180594
729	0.1596931499
730	0.1591374221
731	0.158367392
732	0.1581713973
733	0.157841443
734	0.157689656
735	0.1574486826
736	0.1572038544
737	0.1563723921
738	0.1559580067
739	0.1555655946
740	0.1553532719
741	0.1549962494
742	0.1548160311
743	0.1544133568
744	0.1540816823
745	0.1532993732
746	0.1526363229
747	0.1520191388
748	0.1516173141
749	0.1509499087
750	0.1503300785
751	0.149662642
752	0.1493257973
753	0.1487987892
754	0.1483128787
755	0.1480903052
756	0.1478377828
757	0.1473130621
758	0.1470238314
759	0.1459062363
760	0.1456145354
761	0.1453362293
762	0.1447600451
763	0.1442621841
764	0.1436121258
765	0.1432887216
766	0.1426774275
767	0.1422266979
768	0.1420695552
769	0.1415741927
770	0.1413560625
771	0.1412611665
772	0.1411140046
773	0.1408117736
774	0.1406738488
775	0.1401635395
776	0.1398893014
777	0.1394629935
778	0.139065168
779	0.1384290622
780	0.1381659292
781	0.1375669499
782	0.1370185381
783	0.1366895342
784	0.1362845434
785	0.1357923748
786	0.1353312609
787	0.1348302068
788	0.1343904691
789	0.1340300783
790	0.1333700705
791	0.132911325
792	0.132335851
793	0.1318423708
794	0.1309102929
795	0.1303469867
796	0.1297219373
797	0.1294781069
798	0.1293106762
799	0.1285932357
800	0.1279351188
801	0.1275511195
802	0.1270839711
803	0.1265627709
804	0.1264126269
805	0.126258215
806	0.1258630888
807	0.1251960321
808	0.1248933758
809	0.1247478275
810	0.124399731
811	0.1242408261
812	0.1238548776
813	0.123312697
814	0.1231644069
815	0.1228385556
816	0.1227372634
817	0.1223899124
818	0.1222724831
819	0.1221551174
820	0.1220390563
821	0.1216107119
822	0.1211022429
823	0.1205436526
824	0.120207306
825	0.1196848025
826	0.119113599
827	0.1187596423
828	0.1183130369
829	0.1181723348
830	0.1178256409
831	0.1175901306
832	0.1173329134
833	0.1171794163
834	0.1169289303
835	0.1168084427
836	0.1163223063
837	0.1159563187
838	0.1155553834
839	0.115229931
840	0.1151189712
841	0.1145385053
842	0.1141733042
843	0.1137346783
844	0.1132191559
845	0.1127778682
846	0.1126296489
847	0.1121514016
848	0.1120114169
849	0.1115265728
850	0.1111288938
851	0.1110488689
852	0.1106513581
853	0.1102629781
854	0.109836198
855	0.1094038077
856	0.1090621493
857	0.108964807
858	0.1085592697
859	0.1082053548
860	0.1080972518
861	0.1080018056
862	0.1078899981
863	0.10744519
864	0.1071991367
865	0.1069783134
866	0.1067320639
867	0.1060352162
868	0.1057499061
869	0.1053542602
870	0.1052426403
871	0.1048967689
872	0.104629254
873	0.1044304554
874	0.1041452088
875	0.1037999192
876	0.1035504612
877	0.1031717973
878	0.1030780173
879	0.1025170627
880	0.1024110694
881	0.1022354014
882	0.1018606659
883	0.1015551064
884	0.1011088651
885	0.1007123202
886	0.1002384432
887	0.09973807973
888	0.09940793319
889	0.09931015222
890	0.09901078463
891	0.09878485973
892	0.09864816601
893	0.09818275403
894	0.09767446033
895	0.09712666457
896	0.0969964593
897	0.09666882497
898	0.09659980033
899	0.09646924877
900	0.09606057253
901	0.09574062038
902	0.09559784107
903	0.09539789749
904	0.09505112979
905	0.09466820078
906	0.09433393911
907	0.09387716597
908	0.09358166585
909	0.09340268901
910	0.09297170133
911	0.09255281345
912	0.09243201537
913	0.09197993055
914	0.09183414504
915	0.0917372716
916	0.0912225061
917	0.09110475537
918	0.09084953867
919	0.09058758092
920	0.09039553738
921	0.09017362162
922	0.08953434615
923	0.08942754278
924	0.0893586191
925	0.08920987216
926	0.08901279522
927	0.08871647938
928	0.08838505002
929	0.08806732208
930	0.08767465801
931	0.08754820899
932	0.08725568483
933	0.08713907784
934	0.0868221034
935	0.0866265953
936	0.0863043784
937	0.08589079436
938	0.08579826291
939	0.08561813006
940	0.08534238861
941	0.08503813845
942	0.08470285333
943	0.08461711225
944	0.08452390754
945	0.08417046657
946	0.08384319746
947	0.08356061672
948	0.08315988929
949	0.08277871799
950	0.08266805528
951	0.08231635481
952	0.08223879781
953	0.08194313663
954	0.08160711875
955	0.08150791839
956	0.08131685303
957	0.08098183731
958	0.08060674208
959	0.08026150987
960	0.08005464434
961	0.07974452445
962	0.07941541955
963	0.07898390573
964	0.07867300979
965	0.07837531396
966	0.07813317166
967	0.07777941321
968	0.07763860148
969	0.07748738727
970	0.07734514042
971	0.07694954149
972	0.07686972125
973	0.07644921618
974	0.0760822811
975	0.07576182938
976	0.07551132226
977	0.07541049894
978	0.07509064324
979	0.0746063717
980	0.07454893665
981	0.07419757075
982	0.07401963201
983	0.07373202109
984	0.07351440897
985	0.07320433134
986	0.07290509207
987	0.07273997274
988	0.07244252899
989	0.07200159316
990	0.07168032271
991	0.07150949804
992	0.07127530382
993	0.07093145663
994	0.07058863613
995	0.07025923252
996	0.06994820667
997	0.0698002896
998	0.06970241166
999	0.06950170293
